group,id,course,semester,grade
2,330,Buddhist Philosophy and Meditation,1,11.1
2,330,Buddhist Philosophy and Meditation,1,11.3
2,330,Buddhist Philosophy and Meditation,1,11.1
2,330,History and Civilization of Southeast Asia,1,8.5
2,330,History and Civilization of Southeast Asia,1,13
2,330,History and Civilization of Southeast Asia,1,9
2,330,History and Civilization of Southeast Asia,1,7
2,330,History and Civilization of Southeast Asia,1,9.5
2,330,History and Civilization of Southeast Asia,1,10.5
2,330,History and Civilization of Southeast Asia,1,8
2,330,History and Civilization of Southeast Asia,1,4.5
2,330,Language and Linguistics,1,10.75
2,330,Language and Linguistics,1,9.75
2,330,Language and Linguistics,1,6.5
2,330,Language and Linguistics,1,10.5
2,330,Language and Linguistics,1,9.25
2,330,Language and Linguistics,1,8.5
2,330,Language and Linguistics,1,9.25
2,330,Language and Linguistics,1,8.75
2,330,Martial Arts and Self-Defense,2,13.7
2,330,Martial Arts and Self-Defense,2,15.3
2,330,Martial Arts and Self-Defense,2,16.5
2,330,Martial Arts and Self-Defense,2,13.8
2,330,Martial Arts and Self-Defense,2,16.1
2,330,Martial Arts and Self-Defense,2,15.7
2,330,Music and Dance,1,16
2,330,Music and Dance,1,19.5
2,330,Music and Dance,1,11.5
2,330,Music and Dance,1,20
2,330,Music and Dance,1,15.5
2,330,Music and Dance,1,17
2,330,Music and Dance,1,16.5
2,330,Music and Dance,1,14
2,330,Music and Dance,1,11.5
2,330,Spirituality and Rituals,2,6.5
2,330,Spirituality and Rituals,2,14
2,330,Spirituality and Rituals,2,13.75
2,330,Spirituality and Rituals,2,16.75
2,330,Spirituality and Rituals,2,12.25
2,330,Spirituality and Rituals,2,10.5
2,330,Spirituality and Rituals,2,12
2,330,Spirituality and Rituals,2,15.25
2,330,Traditional Medicine and Herbalism,2,10
2,330,Traditional Medicine and Herbalism,2,12.5
2,330,Traditional Medicine and Herbalism,2,7
2,330,Traditional Medicine and Herbalism,2,15
2,330,Traditional Medicine and Herbalism,2,8.5
2,330,Traditional Medicine and Herbalism,2,12.5
2,330,Traditional Medicine and Herbalism,2,10.5
2,342,Agriculture and Horticulture,1,8
2,342,Agriculture and Horticulture,1,10
2,342,Agriculture and Horticulture,1,6
2,342,Agriculture and Horticulture,1,16
2,342,Agriculture and Horticulture,1,7
2,342,Agriculture and Horticulture,1,9
2,342,Agriculture and Horticulture,1,9
2,342,Agriculture and Horticulture,1,7
2,342,Agriculture and Horticulture,1,12
2,342,Architecture and Sculpture,1,11.6
2,342,Architecture and Sculpture,1,10.7
2,342,Architecture and Sculpture,1,12.3
2,342,Astrology and Divination,1,10
2,342,Astrology and Divination,1,12.5
2,342,Astrology and Divination,1,15
2,342,Astrology and Divination,1,12.5
2,342,Buddhist Philosophy and Meditation,1,11.4
2,342,Buddhist Philosophy and Meditation,1,10.3
2,342,Buddhist Philosophy and Meditation,1,13.4
2,342,Buddhist Philosophy and Meditation,1,9.3
2,342,Buddhist Philosophy and Meditation,1,9.6
2,342,Buddhist Philosophy and Meditation,1,11.7
2,342,Buddhist Philosophy and Meditation,1,10
2,342,Buddhist Philosophy and Meditation,1,12.8
2,342,History and Civilization of Southeast Asia,1,15
2,342,History and Civilization of Southeast Asia,1,9.5
2,342,History and Civilization of Southeast Asia,1,10.5
2,342,History and Civilization of Southeast Asia,1,14
2,342,History and Civilization of Southeast Asia,1,14
2,342,History and Civilization of Southeast Asia,1,11.5
2,342,Language and Linguistics,1,7.75
2,342,Language and Linguistics,1,8.5
2,342,Language and Linguistics,1,6.75
2,342,Language and Linguistics,1,8
2,342,Language and Linguistics,1,7.25
2,342,Language and Linguistics,1,8
2,342,Language and Linguistics,1,9.5
2,342,Language and Linguistics,1,8.5
2,342,Martial Arts and Self-Defense,2,12.7
2,342,Martial Arts and Self-Defense,2,14.1
2,342,Martial Arts and Self-Defense,2,15.1
2,342,Martial Arts and Self-Defense,2,20
2,342,Martial Arts and Self-Defense,2,19.4
2,342,Martial Arts and Self-Defense,2,14.9
2,342,Music and Dance,1,12.5
2,342,Music and Dance,1,11.5
2,342,Music and Dance,1,13
2,342,Music and Dance,1,14.5
2,342,Music and Dance,1,15.5
2,342,Music and Dance,1,14
2,342,Music and Dance,1,14.5
2,342,Music and Dance,1,17
2,342,Music and Dance,1,19
2,342,Spirituality and Rituals,2,11.5
2,342,Spirituality and Rituals,2,14.25
2,342,Spirituality and Rituals,2,12
2,342,Spirituality and Rituals,2,11.25
2,342,Spirituality and Rituals,2,6
2,342,Spirituality and Rituals,2,10
2,342,Spirituality and Rituals,2,8.75
2,342,Spirituality and Rituals,2,7.5
2,342,Traditional Medicine and Herbalism,2,9.5
2,342,Traditional Medicine and Herbalism,2,10.5
2,342,Traditional Medicine and Herbalism,2,12.5
2,342,Traditional Medicine and Herbalism,2,6.5
2,342,Traditional Medicine and Herbalism,2,6
2,342,Traditional Medicine and Herbalism,2,7.5
2,342,Traditional Medicine and Herbalism,2,7.5
2,346,Agriculture and Horticulture,1,10
2,346,Agriculture and Horticulture,1,11
2,346,Agriculture and Horticulture,1,12
2,346,Agriculture and Horticulture,1,4
2,346,Agriculture and Horticulture,1,5
2,346,Agriculture and Horticulture,1,8
2,346,Agriculture and Horticulture,1,8
2,346,Agriculture and Horticulture,1,9
2,346,Agriculture and Horticulture,1,14
2,346,Architecture and Sculpture,1,9.5
2,346,Architecture and Sculpture,1,8.8
2,346,Architecture and Sculpture,1,9.7
2,346,Astrology and Divination,1,13.5
2,346,Astrology and Divination,1,11
2,346,Astrology and Divination,1,8.5
2,346,Astrology and Divination,1,15.5
2,346,Astrology and Divination,1,13
2,346,Buddhist Philosophy and Meditation,1,11.1
2,346,Buddhist Philosophy and Meditation,1,10.4
2,346,Buddhist Philosophy and Meditation,1,11.7
2,346,Buddhist Philosophy and Meditation,1,7.8
2,346,Buddhist Philosophy and Meditation,1,13.5
2,346,Buddhist Philosophy and Meditation,1,10.9
2,346,Buddhist Philosophy and Meditation,1,11.8
2,346,Buddhist Philosophy and Meditation,1,10.7
2,346,Buddhist Philosophy and Meditation,1,9.4
2,346,History and Civilization of Southeast Asia,1,6.5
2,346,History and Civilization of Southeast Asia,1,5.5
2,346,History and Civilization of Southeast Asia,1,8.5
2,346,History and Civilization of Southeast Asia,1,13
2,346,History and Civilization of Southeast Asia,1,9
2,346,History and Civilization of Southeast Asia,1,14
2,346,History and Civilization of Southeast Asia,1,4.5
2,346,History and Civilization of Southeast Asia,1,8
2,346,History and Civilization of Southeast Asia,1,10
2,346,Language and Linguistics,1,9.75
2,346,Language and Linguistics,1,9.75
2,346,Language and Linguistics,1,8.75
2,346,Language and Linguistics,1,8.5
2,346,Language and Linguistics,1,8
2,346,Language and Linguistics,1,7.5
2,346,Language and Linguistics,1,8
2,346,Martial Arts and Self-Defense,2,18.8
2,346,Martial Arts and Self-Defense,2,13.9
2,346,Martial Arts and Self-Defense,2,13.6
2,346,Martial Arts and Self-Defense,2,14.8
2,346,Martial Arts and Self-Defense,2,16.5
2,346,Music and Dance,1,16
2,346,Music and Dance,1,12.5
2,346,Music and Dance,1,14.5
2,346,Music and Dance,1,12
2,346,Music and Dance,1,12.5
2,346,Music and Dance,1,20
2,346,Music and Dance,1,14.5
2,346,Music and Dance,1,18
2,346,Music and Dance,1,14
2,346,Spirituality and Rituals,2,7.75
2,346,Spirituality and Rituals,2,15
2,346,Spirituality and Rituals,2,10.75
2,346,Spirituality and Rituals,2,10.25
2,346,Spirituality and Rituals,2,9.75
2,346,Spirituality and Rituals,2,14.75
2,346,Spirituality and Rituals,2,11.5
2,346,Spirituality and Rituals,2,5.75
2,346,Traditional Medicine and Herbalism,2,7
2,346,Traditional Medicine and Herbalism,2,8
2,346,Traditional Medicine and Herbalism,2,9
2,346,Traditional Medicine and Herbalism,2,13
2,346,Traditional Medicine and Herbalism,2,6.5
2,346,Traditional Medicine and Herbalism,2,9.5
2,346,Traditional Medicine and Herbalism,2,11.5
2,408,Agriculture and Horticulture,1,8
2,408,Agriculture and Horticulture,1,7
2,408,Agriculture and Horticulture,1,9
2,408,Agriculture and Horticulture,1,9
2,408,Agriculture and Horticulture,1,12
2,408,Agriculture and Horticulture,1,11
2,408,Agriculture and Horticulture,1,6
2,408,Agriculture and Horticulture,1,9
2,408,Agriculture and Horticulture,1,8
2,408,Architecture and Sculpture,1,9.6
2,408,Architecture and Sculpture,1,12.2
2,408,Architecture and Sculpture,1,9.2
2,408,Astrology and Divination,1,15.5
2,408,Astrology and Divination,1,14
2,408,Astrology and Divination,1,11.5
2,408,Astrology and Divination,1,11
2,408,Buddhist Philosophy and Meditation,1,10.3
2,408,Buddhist Philosophy and Meditation,1,9
2,408,Buddhist Philosophy and Meditation,1,9.5
2,408,Buddhist Philosophy and Meditation,1,11.3
2,408,Buddhist Philosophy and Meditation,1,11
2,408,Buddhist Philosophy and Meditation,1,15.2
2,408,Buddhist Philosophy and Meditation,1,9.6
2,408,Buddhist Philosophy and Meditation,1,14
2,408,History and Civilization of Southeast Asia,1,7
2,408,History and Civilization of Southeast Asia,1,7.5
2,408,History and Civilization of Southeast Asia,1,10
2,408,History and Civilization of Southeast Asia,1,10
2,408,History and Civilization of Southeast Asia,1,8.5
2,408,History and Civilization of Southeast Asia,1,10
2,408,History and Civilization of Southeast Asia,1,9
2,408,History and Civilization of Southeast Asia,1,7.5
2,408,History and Civilization of Southeast Asia,1,11
2,408,Language and Linguistics,1,8
2,408,Language and Linguistics,1,8.5
2,408,Language and Linguistics,1,10
2,408,Language and Linguistics,1,8
2,408,Language and Linguistics,1,7.5
2,408,Language and Linguistics,1,7.75
2,408,Martial Arts and Self-Defense,2,13.7
2,408,Martial Arts and Self-Defense,2,17.9
2,408,Martial Arts and Self-Defense,2,13
2,408,Martial Arts and Self-Defense,2,16.6
2,408,Martial Arts and Self-Defense,2,13.5
2,408,Martial Arts and Self-Defense,2,14.5
2,408,Music and Dance,1,15
2,408,Music and Dance,1,19
2,408,Music and Dance,1,10.5
2,408,Music and Dance,1,7
2,408,Music and Dance,1,12
2,408,Music and Dance,1,16
2,408,Music and Dance,1,14.5
2,408,Music and Dance,1,11.5
2,408,Spirituality and Rituals,2,14.5
2,408,Spirituality and Rituals,2,10.5
2,408,Spirituality and Rituals,2,13
2,408,Spirituality and Rituals,2,14.5
2,408,Spirituality and Rituals,2,9.5
2,408,Spirituality and Rituals,2,9.5
2,408,Spirituality and Rituals,2,9
2,408,Spirituality and Rituals,2,11
2,408,Traditional Medicine and Herbalism,2,10.5
2,408,Traditional Medicine and Herbalism,2,12.5
2,408,Traditional Medicine and Herbalism,2,7
2,408,Traditional Medicine and Herbalism,2,10
2,408,Traditional Medicine and Herbalism,2,7.5
2,408,Traditional Medicine and Herbalism,2,9.5
2,408,Traditional Medicine and Herbalism,2,6.5
2,422,Agriculture and Horticulture,1,8
2,422,Agriculture and Horticulture,1,7
2,422,Agriculture and Horticulture,1,11
2,422,Agriculture and Horticulture,1,14
2,422,Agriculture and Horticulture,1,3
2,422,Agriculture and Horticulture,1,10
2,422,Agriculture and Horticulture,1,9
2,422,Agriculture and Horticulture,1,11
2,422,Agriculture and Horticulture,1,13
2,422,Architecture and Sculpture,1,8.5
2,422,Architecture and Sculpture,1,8.6
2,422,Architecture and Sculpture,1,9.4
2,422,Astrology and Divination,1,12
2,422,Astrology and Divination,1,15
2,422,Astrology and Divination,1,13.5
2,422,Astrology and Divination,1,10.5
2,422,Buddhist Philosophy and Meditation,1,8.8
2,422,Buddhist Philosophy and Meditation,1,9.3
2,422,Buddhist Philosophy and Meditation,1,10.1
2,422,Buddhist Philosophy and Meditation,1,12.7
2,422,Buddhist Philosophy and Meditation,1,7.8
2,422,Buddhist Philosophy and Meditation,1,10.1
2,422,Buddhist Philosophy and Meditation,1,8.7
2,422,Buddhist Philosophy and Meditation,1,9.8
2,422,History and Civilization of Southeast Asia,1,8.5
2,422,History and Civilization of Southeast Asia,1,11
2,422,History and Civilization of Southeast Asia,1,11
2,422,History and Civilization of Southeast Asia,1,9
2,422,History and Civilization of Southeast Asia,1,6
2,422,History and Civilization of Southeast Asia,1,8
2,422,History and Civilization of Southeast Asia,1,9.5
2,422,History and Civilization of Southeast Asia,1,11.5
2,422,History and Civilization of Southeast Asia,1,0.5
2,422,Language and Linguistics,1,7.75
2,422,Language and Linguistics,1,8.75
2,422,Language and Linguistics,1,8.5
2,422,Language and Linguistics,1,9.5
2,422,Language and Linguistics,1,9.75
2,422,Language and Linguistics,1,8.75
2,422,Language and Linguistics,1,10.25
2,422,Language and Linguistics,1,8.25
2,422,Martial Arts and Self-Defense,2,16
2,422,Martial Arts and Self-Defense,2,15.1
2,422,Martial Arts and Self-Defense,2,13.3
2,422,Martial Arts and Self-Defense,2,18.4
2,422,Martial Arts and Self-Defense,2,13.6
2,422,Martial Arts and Self-Defense,2,15.2
2,422,Music and Dance,1,13
2,422,Music and Dance,1,15
2,422,Music and Dance,1,18.5
2,422,Music and Dance,1,12
2,422,Music and Dance,1,17.5
2,422,Music and Dance,1,14
2,422,Music and Dance,1,15.5
2,422,Spirituality and Rituals,2,11.75
2,422,Spirituality and Rituals,2,6.25
2,422,Spirituality and Rituals,2,6.25
2,422,Spirituality and Rituals,2,16
2,422,Spirituality and Rituals,2,4.5
2,422,Spirituality and Rituals,2,7.75
2,422,Spirituality and Rituals,2,8.75
2,422,Spirituality and Rituals,2,10
2,422,Traditional Medicine and Herbalism,2,7
2,422,Traditional Medicine and Herbalism,2,5.5
2,422,Traditional Medicine and Herbalism,2,11.5
2,422,Traditional Medicine and Herbalism,2,8
2,422,Traditional Medicine and Herbalism,2,9.5
2,442,Agriculture and Horticulture,1,11
2,442,Agriculture and Horticulture,1,8
2,442,Agriculture and Horticulture,1,8
2,442,Agriculture and Horticulture,1,9
2,442,Agriculture and Horticulture,1,14
2,442,Agriculture and Horticulture,1,13
2,442,Agriculture and Horticulture,1,10
2,442,Agriculture and Horticulture,1,9
2,442,Architecture and Sculpture,1,11.3
2,442,Architecture and Sculpture,1,11
2,442,Architecture and Sculpture,1,11.2
2,442,Astrology and Divination,1,15.5
2,442,Astrology and Divination,1,14
2,442,Astrology and Divination,1,14
2,442,Astrology and Divination,1,14
2,442,Astrology and Divination,1,14.5
2,442,Buddhist Philosophy and Meditation,1,10.5
2,442,Buddhist Philosophy and Meditation,1,11.3
2,442,Buddhist Philosophy and Meditation,1,13.5
2,442,Buddhist Philosophy and Meditation,1,13.4
2,442,Buddhist Philosophy and Meditation,1,9.5
2,442,Buddhist Philosophy and Meditation,1,12.4
2,442,Buddhist Philosophy and Meditation,1,11.2
2,442,Buddhist Philosophy and Meditation,1,12.2
2,442,Buddhist Philosophy and Meditation,1,11.8
2,442,History and Civilization of Southeast Asia,1,6.5
2,442,History and Civilization of Southeast Asia,1,13
2,442,History and Civilization of Southeast Asia,1,9.5
2,442,History and Civilization of Southeast Asia,1,10.5
2,442,History and Civilization of Southeast Asia,1,12.5
2,442,History and Civilization of Southeast Asia,1,8
2,442,History and Civilization of Southeast Asia,1,4.5
2,442,History and Civilization of Southeast Asia,1,12.5
2,442,History and Civilization of Southeast Asia,1,13
2,442,Language and Linguistics,1,9.25
2,442,Language and Linguistics,1,8
2,442,Language and Linguistics,1,11
2,442,Language and Linguistics,1,10.25
2,442,Language and Linguistics,1,8.5
2,442,Language and Linguistics,1,8.5
2,442,Language and Linguistics,1,8.75
2,442,Language and Linguistics,1,9
2,442,Martial Arts and Self-Defense,2,11.3
2,442,Martial Arts and Self-Defense,2,17.2
2,442,Martial Arts and Self-Defense,2,13.2
2,442,Martial Arts and Self-Defense,2,15
2,442,Martial Arts and Self-Defense,2,12.1
2,442,Martial Arts and Self-Defense,2,13.6
2,442,Music and Dance,1,18.5
2,442,Music and Dance,1,11.5
2,442,Music and Dance,1,15
2,442,Music and Dance,1,16
2,442,Music and Dance,1,14.5
2,442,Music and Dance,1,11
2,442,Music and Dance,1,9.5
2,442,Music and Dance,1,10.5
2,442,Music and Dance,1,14.5
2,442,Spirituality and Rituals,2,13
2,442,Spirituality and Rituals,2,11.75
2,442,Spirituality and Rituals,2,14.25
2,442,Spirituality and Rituals,2,9
2,442,Spirituality and Rituals,2,15.25
2,442,Spirituality and Rituals,2,7.5
2,442,Spirituality and Rituals,2,12.25
2,442,Spirituality and Rituals,2,11.75
2,442,Traditional Medicine and Herbalism,2,9.5
2,442,Traditional Medicine and Herbalism,2,11.5
2,442,Traditional Medicine and Herbalism,2,12
2,442,Traditional Medicine and Herbalism,2,13.5
2,442,Traditional Medicine and Herbalism,2,8
2,442,Traditional Medicine and Herbalism,2,4.5
2,442,Traditional Medicine and Herbalism,2,10.5
2,449,Agriculture and Horticulture,1,10
2,449,Agriculture and Horticulture,1,5
2,449,Agriculture and Horticulture,1,5
2,449,Agriculture and Horticulture,1,14
2,449,Agriculture and Horticulture,1,12
2,449,Agriculture and Horticulture,1,11
2,449,Agriculture and Horticulture,1,14
2,449,Agriculture and Horticulture,1,12
2,449,Agriculture and Horticulture,1,12
2,449,Architecture and Sculpture,1,11.3
2,449,Architecture and Sculpture,1,10.8
2,449,Architecture and Sculpture,1,9.5
2,449,Astrology and Divination,1,14.5
2,449,Astrology and Divination,1,12
2,449,Astrology and Divination,1,10.5
2,449,Astrology and Divination,1,12
2,449,Astrology and Divination,1,13.5
2,449,Buddhist Philosophy and Meditation,1,8.7
2,449,Buddhist Philosophy and Meditation,1,10.4
2,449,Buddhist Philosophy and Meditation,1,9.6
2,449,Buddhist Philosophy and Meditation,1,11.7
2,449,Buddhist Philosophy and Meditation,1,6.8
2,449,Buddhist Philosophy and Meditation,1,9.3
2,449,Buddhist Philosophy and Meditation,1,12.3
2,449,Buddhist Philosophy and Meditation,1,10.5
2,449,History and Civilization of Southeast Asia,1,8
2,449,History and Civilization of Southeast Asia,1,5.5
2,449,History and Civilization of Southeast Asia,1,11.5
2,449,History and Civilization of Southeast Asia,1,11
2,449,History and Civilization of Southeast Asia,1,7.5
2,449,History and Civilization of Southeast Asia,1,10.5
2,449,History and Civilization of Southeast Asia,1,9
2,449,History and Civilization of Southeast Asia,1,8
2,449,History and Civilization of Southeast Asia,1,11.5
2,449,Language and Linguistics,1,7.25
2,449,Language and Linguistics,1,10.75
2,449,Language and Linguistics,1,8.5
2,449,Language and Linguistics,1,10
2,449,Language and Linguistics,1,9.75
2,449,Language and Linguistics,1,7.75
2,449,Language and Linguistics,1,8.25
2,449,Martial Arts and Self-Defense,2,16.8
2,449,Martial Arts and Self-Defense,2,15.3
2,449,Martial Arts and Self-Defense,2,14.9
2,449,Martial Arts and Self-Defense,2,16.1
2,449,Martial Arts and Self-Defense,2,13.3
2,449,Martial Arts and Self-Defense,2,13.2
2,449,Music and Dance,1,18
2,449,Music and Dance,1,15.5
2,449,Music and Dance,1,20
2,449,Music and Dance,1,12.5
2,449,Music and Dance,1,14
2,449,Music and Dance,1,13.5
2,449,Music and Dance,1,13
2,449,Music and Dance,1,10.5
2,449,Music and Dance,1,9
2,449,Spirituality and Rituals,2,13.25
2,449,Spirituality and Rituals,2,12.5
2,449,Spirituality and Rituals,2,15.5
2,449,Spirituality and Rituals,2,12.25
2,449,Spirituality and Rituals,2,14
2,449,Spirituality and Rituals,2,2.75
2,449,Spirituality and Rituals,2,9
2,449,Spirituality and Rituals,2,10.5
2,449,Traditional Medicine and Herbalism,2,12.5
2,449,Traditional Medicine and Herbalism,2,10
2,449,Traditional Medicine and Herbalism,2,11
2,449,Traditional Medicine and Herbalism,2,7
2,449,Traditional Medicine and Herbalism,2,8
2,449,Traditional Medicine and Herbalism,2,8
2,449,Traditional Medicine and Herbalism,2,10.5
2,484,Agriculture and Horticulture,1,14
2,484,Agriculture and Horticulture,1,14
2,484,Agriculture and Horticulture,1,14
2,484,Agriculture and Horticulture,1,10
2,484,Agriculture and Horticulture,1,7
2,484,Agriculture and Horticulture,1,9
2,484,Agriculture and Horticulture,1,11
2,484,Agriculture and Horticulture,1,12
2,484,Agriculture and Horticulture,1,13
2,484,Architecture and Sculpture,1,10.4
2,484,Architecture and Sculpture,1,9.6
2,484,Architecture and Sculpture,1,9.6
2,484,Astrology and Divination,1,10.5
2,484,Astrology and Divination,1,12
2,484,Astrology and Divination,1,14
2,484,Astrology and Divination,1,14
2,484,Astrology and Divination,1,13.5
2,484,Buddhist Philosophy and Meditation,1,9.8
2,484,Buddhist Philosophy and Meditation,1,11.3
2,484,Buddhist Philosophy and Meditation,1,14
2,484,Buddhist Philosophy and Meditation,1,11.6
2,484,Buddhist Philosophy and Meditation,1,9.6
2,484,Buddhist Philosophy and Meditation,1,10.3
2,484,Buddhist Philosophy and Meditation,1,6.3
2,484,Buddhist Philosophy and Meditation,1,10.2
2,484,History and Civilization of Southeast Asia,1,11
2,484,History and Civilization of Southeast Asia,1,5.5
2,484,History and Civilization of Southeast Asia,1,8.5
2,484,History and Civilization of Southeast Asia,1,7
2,484,History and Civilization of Southeast Asia,1,6
2,484,History and Civilization of Southeast Asia,1,10.5
2,484,History and Civilization of Southeast Asia,1,11
2,484,History and Civilization of Southeast Asia,1,9.5
2,484,History and Civilization of Southeast Asia,1,7
2,484,Language and Linguistics,1,8.25
2,484,Language and Linguistics,1,9.5
2,484,Language and Linguistics,1,8.5
2,484,Language and Linguistics,1,7.75
2,484,Language and Linguistics,1,8.5
2,484,Language and Linguistics,1,8.75
2,484,Language and Linguistics,1,8.25
2,484,Martial Arts and Self-Defense,2,15.3
2,484,Martial Arts and Self-Defense,2,18.4
2,484,Martial Arts and Self-Defense,2,11.2
2,484,Martial Arts and Self-Defense,2,12.2
2,484,Martial Arts and Self-Defense,2,20
2,484,Martial Arts and Self-Defense,2,17.5
2,484,Music and Dance,1,18
2,484,Music and Dance,1,13
2,484,Music and Dance,1,11
2,484,Music and Dance,1,13
2,484,Music and Dance,1,11
2,484,Music and Dance,1,14.5
2,484,Music and Dance,1,17.5
2,484,Music and Dance,1,14
2,484,Music and Dance,1,18.5
2,484,Spirituality and Rituals,2,15
2,484,Spirituality and Rituals,2,10.75
2,484,Spirituality and Rituals,2,9.5
2,484,Spirituality and Rituals,2,10
2,484,Spirituality and Rituals,2,11.25
2,484,Spirituality and Rituals,2,11.5
2,484,Spirituality and Rituals,2,10.5
2,484,Traditional Medicine and Herbalism,2,10.5
2,484,Traditional Medicine and Herbalism,2,9
2,484,Traditional Medicine and Herbalism,2,9
2,484,Traditional Medicine and Herbalism,2,8.5
2,484,Traditional Medicine and Herbalism,2,10
2,484,Traditional Medicine and Herbalism,2,8.5
2,484,Traditional Medicine and Herbalism,2,9.5
2,522,Agriculture and Horticulture,1,12
2,522,Agriculture and Horticulture,1,6
2,522,Agriculture and Horticulture,1,8
2,522,Agriculture and Horticulture,1,11
2,522,Agriculture and Horticulture,1,10
2,522,Agriculture and Horticulture,1,9
2,522,Agriculture and Horticulture,1,7
2,522,Agriculture and Horticulture,1,10
2,522,Agriculture and Horticulture,1,6
2,522,Architecture and Sculpture,1,11.7
2,522,Architecture and Sculpture,1,12.5
2,522,Architecture and Sculpture,1,9.1
2,522,Astrology and Divination,1,14.5
2,522,Astrology and Divination,1,10
2,522,Astrology and Divination,1,13
2,522,Astrology and Divination,1,11.5
2,522,Astrology and Divination,1,12
2,522,Buddhist Philosophy and Meditation,1,11.1
2,522,Buddhist Philosophy and Meditation,1,10.4
2,522,Buddhist Philosophy and Meditation,1,12.7
2,522,Buddhist Philosophy and Meditation,1,13
2,522,Buddhist Philosophy and Meditation,1,10
2,522,Buddhist Philosophy and Meditation,1,11.1
2,522,Buddhist Philosophy and Meditation,1,13.9
2,522,Buddhist Philosophy and Meditation,1,12.4
2,522,Buddhist Philosophy and Meditation,1,9.7
2,522,History and Civilization of Southeast Asia,1,12
2,522,History and Civilization of Southeast Asia,1,11
2,522,History and Civilization of Southeast Asia,1,11
2,522,History and Civilization of Southeast Asia,1,12.5
2,522,History and Civilization of Southeast Asia,1,9
2,522,History and Civilization of Southeast Asia,1,15.5
2,522,History and Civilization of Southeast Asia,1,12.5
2,522,History and Civilization of Southeast Asia,1,13
2,522,History and Civilization of Southeast Asia,1,10.5
2,522,Language and Linguistics,1,7.5
2,522,Language and Linguistics,1,10
2,522,Language and Linguistics,1,7.5
2,522,Language and Linguistics,1,8.5
2,522,Language and Linguistics,1,9
2,522,Language and Linguistics,1,7.75
2,522,Language and Linguistics,1,8.25
2,522,Language and Linguistics,1,9.25
2,522,Martial Arts and Self-Defense,2,17.2
2,522,Martial Arts and Self-Defense,2,13
2,522,Martial Arts and Self-Defense,2,12.7
2,522,Martial Arts and Self-Defense,2,15
2,522,Martial Arts and Self-Defense,2,14.7
2,522,Martial Arts and Self-Defense,2,14.1
2,522,Music and Dance,1,17
2,522,Music and Dance,1,12.5
2,522,Music and Dance,1,14
2,522,Music and Dance,1,14.5
2,522,Music and Dance,1,13
2,522,Music and Dance,1,12.5
2,522,Music and Dance,1,9.5
2,522,Music and Dance,1,15
2,522,Music and Dance,1,18
2,522,Spirituality and Rituals,2,8.5
2,522,Spirituality and Rituals,2,11.5
2,522,Spirituality and Rituals,2,13
2,522,Spirituality and Rituals,2,12
2,522,Spirituality and Rituals,2,8.5
2,522,Spirituality and Rituals,2,12.5
2,522,Spirituality and Rituals,2,11
2,522,Traditional Medicine and Herbalism,2,11
2,522,Traditional Medicine and Herbalism,2,8.5
2,522,Traditional Medicine and Herbalism,2,6
2,522,Traditional Medicine and Herbalism,2,10.5
2,522,Traditional Medicine and Herbalism,2,7.5
2,522,Traditional Medicine and Herbalism,2,8
2,522,Traditional Medicine and Herbalism,2,13
2,602,Agriculture and Horticulture,1,9
2,602,Agriculture and Horticulture,1,7
2,602,Agriculture and Horticulture,1,7
2,602,Agriculture and Horticulture,1,6
2,602,Agriculture and Horticulture,1,6
2,602,Agriculture and Horticulture,1,6
2,602,Agriculture and Horticulture,1,8
2,602,Agriculture and Horticulture,1,8
2,602,Agriculture and Horticulture,1,7
2,602,Architecture and Sculpture,1,9
2,602,Architecture and Sculpture,1,11.8
2,602,Architecture and Sculpture,1,13
2,602,Astrology and Divination,1,13.5
2,602,Astrology and Divination,1,12.5
2,602,Astrology and Divination,1,12
2,602,Astrology and Divination,1,12
2,602,Buddhist Philosophy and Meditation,1,9.4
2,602,Buddhist Philosophy and Meditation,1,10.7
2,602,Buddhist Philosophy and Meditation,1,10.7
2,602,Buddhist Philosophy and Meditation,1,11.1
2,602,Buddhist Philosophy and Meditation,1,11.3
2,602,Buddhist Philosophy and Meditation,1,11.4
2,602,Buddhist Philosophy and Meditation,1,11.3
2,602,Buddhist Philosophy and Meditation,1,10.4
2,602,History and Civilization of Southeast Asia,1,9
2,602,History and Civilization of Southeast Asia,1,11
2,602,History and Civilization of Southeast Asia,1,12.5
2,602,History and Civilization of Southeast Asia,1,9
2,602,History and Civilization of Southeast Asia,1,14
2,602,History and Civilization of Southeast Asia,1,12.5
2,602,History and Civilization of Southeast Asia,1,6.5
2,602,History and Civilization of Southeast Asia,1,13.5
2,602,History and Civilization of Southeast Asia,1,9
2,602,Language and Linguistics,1,8.5
2,602,Language and Linguistics,1,7.75
2,602,Language and Linguistics,1,9.25
2,602,Language and Linguistics,1,8.75
2,602,Language and Linguistics,1,7.25
2,602,Language and Linguistics,1,9.75
2,602,Language and Linguistics,1,9
2,602,Language and Linguistics,1,9
2,602,Martial Arts and Self-Defense,2,16.6
2,602,Martial Arts and Self-Defense,2,13
2,602,Martial Arts and Self-Defense,2,15.8
2,602,Martial Arts and Self-Defense,2,14.5
2,602,Martial Arts and Self-Defense,2,12.5
2,602,Martial Arts and Self-Defense,2,14
2,602,Music and Dance,1,15
2,602,Music and Dance,1,16.5
2,602,Music and Dance,1,11.5
2,602,Music and Dance,1,14.5
